,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2008),2054932,Doubt (2008) ,虐童疑云 Doubt,剧情,悬疑,7.6,22966,16.5%,51.4%,29.3%,2.5%,0.3%,美国,1027510,1054437,1054394,1022563,1022676,"https://ia.media-imdb.com/images/M/MV5BMTY4NDk0NzE4Nl5BMl5BanBnXkFtZTcwMjk1NDE4MQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
