,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2008),2054024,Mamma Mia! (2008) ,妈妈咪呀 Mamma Mia!,喜剧,爱情,歌舞,7.5,48815,18.8%,41.8%,33.9%,4.7%,0.7%,英国,美国,德国,1018960,1054437,1053586,1031219,1031223,1017918,1031902,1017901,1048137,"https://ia.media-imdb.com/images/M/MV5BMTA2MDU0MjM0MzReQTJeQWpwZ15BbWU3MDYwNzgwNzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
