,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2008),1994876,Madagascar: Escape 2 Africa (2008) ,马达加斯加2：逃往非洲 Madagascar: Escape 2 Africa,喜剧,动作,动画,家庭,冒险,7.6,78224,17.7%,48.9%,30.9%,2.3%,0.2%,美国,1315498,1291597,1054412,1004578,1041115,1054154,1027161,1027201,1000011,1031955,"https://ia.media-imdb.com/images/M/MV5BMjExMDA4NDcwMl5BMl5BanBnXkFtZTcwODAxNTQ3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
