,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2009),2129039,Up (2009) ,飞屋环游记 Up,剧情,喜剧,动画,冒险,8.9,553025,54.8%,36.1%,8.6%,0.4%,0.1%,美国,1022803,1294383,1054334,1036321,1004683,1294383,1040621,1381870,1002680,1113688,1381871,1381875,1348616,1348619,1353055,1016698,1348615,1022803,"https://ia.media-imdb.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
