,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2008),2124586,Taken (2008) ,飓风营救 Taken,剧情,动作,惊悚,犯罪,8.2,134759,30.0%,52.0%,16.8%,1.0%,0.1%,法国,美国,英国,1044975,1031220,1049497,1040523,1025230,1019058,1032209,1036318,1036475,"https://ia.media-imdb.com/images/M/MV5BMTM4NzQ0OTYyOF5BMl5BanBnXkFtZTcwMDkyNjQyMg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
