,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2008),2010975,Australia (2008) ,澳洲乱世情 Australia,剧情,爱情,历史,战争,冒险,7.2,44932,13.2%,42.1%,38.5%,5.6%,0.7%,澳大利亚,美国,1049725,1054442,1010508,1323562,1049573,1009593,1152253,1050240,1013730,1276826,"https://ia.media-imdb.com/images/M/MV5BZjJhMTAyZWMtMjRlZC00NWU3LTg3ODQtYTkyZjRiN2NhY2Y5XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
