,time,id,English_name,name,type1,type2,type3,type4,type5,type6,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(1992),2032236,Pretty Soldier Sailor Moon             ,美少女战士 美少女戦士セーラームーン,喜剧,动作,爱情,动画,惊悚,奇幻,8.5,39681,44.0%,37.3%,16.8%,1.6%,0.3%,日本,1033966,1038754,1037583,1042157,1029487,1025715,1024234,1025560,1003642,1042351,1028800,1130042,1052346,1003877,1021725,1006386,"https://ia.media-imdb.com/images/M/MV5BZDI2YWRhNTUtNDg4Ni00ZmI5LTkzNWMtMmY5ZGM0ZDE0OWY5XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UY268_CR3,0,182,268_AL_.jpg"
