,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2013),2133323,The Secret Life of Walter Mitty (2013) ,白日梦想家 The Secret Life of Walter Mitty,剧情,喜剧,冒险,8.3,156642,36.8%,44.3%,17.0%,1.6%,0.2%,美国,1054412,1054412,1022588,1002677,1048130,1054527,1022649,1091448,1028202,1317694,1339434,1152200,"https://ia.media-imdb.com/images/M/MV5BODYwNDYxNDk1Nl5BMl5BanBnXkFtZTgwOTAwMTk2MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
