,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2009),2132932,Star Trek (2009) ,星际迷航 Star Trek,动作,科幻,冒险,8.0,101553,24.7%,50.8%,22.2%,1.8%,0.4%,美国,德国,1010542,1053621,1041010,1002706,1016693,1025206,1017903,1047985,1035648,1019015,1053562,1036525,1012519,1021959,1000022,"https://ia.media-imdb.com/images/M/MV5BMjE5NDQ5OTE4Ml5BMl5BanBnXkFtZTcwOTE3NDIzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
