,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2007),1951318,Sang yat fai lok (2007) ,生日快乐,爱情,7.1,56721,13.4%,37.2%,42.8%,5.7%,0.8%,香港,1280599,1027577,1041007,1252428,1214684,1001466,1009888,1274279,1025929,1217936,1274639,"https://ia.media-imdb.com/images/M/MV5BODQ2ZWJiYzYtYWFhZS00ZTI3LWJiYjAtYjhiZWFjOTE4OTkzXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
