,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(1992),2085721,Xiao long ren             ,小龙人,儿童,奇幻,8.3,35498,42.7%,35.2%,19.1%,2.1%,0.9%,中国大陆,1318067,1316237,1340256,1338228,1348805,1274345,"https://ia.media-imdb.com/images/M/MV5BMjI3NjMxZTQtMWQwMy00YjMyLTkzYzMtMDAyZDQ0NmRhMDkyXkEyXkFqcGdeQXVyMjM1MDEyNjU@._V1_UX182_CR0,0,182,268_AL_.jpg"
