,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2008),1950525,Gong fu guan lan (2008) ,大灌篮,喜剧,运动,5.2,90958,3.3%,9.4%,43.7%,30.6%,13.1%,中国大陆,香港,台湾,1275412,1048000,1211987,1275675,1041425,1002862,1274242,1016771,1274877,1313818,1274496,1316024,"https://ia.media-imdb.com/images/M/MV5BMTU0ODg3Mzc1Ml5BMl5BanBnXkFtZTgwMzQ3NjI2MDE@._V1_UY268_CR11,0,182,268_AL_.jpg"
