,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2008),2082013,Sex and the City (2008) ,欲望都市 Sex and the City,剧情,喜剧,爱情,7.7,78873,21.9%,43.6%,30.7%,3.3%,0.5%,美国,1049784,1054389,1022572,1031811,1002678,1049673,1040515,1044897,"https://ia.media-imdb.com/images/M/MV5BMTYyMzYxMjM3OF5BMl5BanBnXkFtZTcwNjg2OTA3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
