,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2007),1962116,Persepolis (2007) ,我在伊朗长大 Persepolis,剧情,动画,传记,8.7,76105,45.8%,42.3%,11.0%,0.7%,0.2%,法国,美国,1308654,1041466,1018149,1048285,1054511,1032485,1378825,1378826,1020659,1378827,1224710,1378828,1054527,1019052,1094566,"https://ia.media-imdb.com/images/M/MV5BMzIxMDI0Nzc4NV5BMl5BanBnXkFtZTYwNjU5OTI4._V1_UX182_CR0,0,182,268_AL_.jpg"
