,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,poster
0,(2007),2132495,Juno (2007) ,朱诺 Juno,剧情,喜剧,爱情,7.9,180245,22.9%,50.9%,24.6%,1.5%,0.2%,美国,加拿大,1027257,1012520,1053576,1054512,1013760,1041139,1147911,1027210,1386074,1004593,1027405,1386075,1309200,1172108,1129239,1386076,1183246,1044947,1386077,1251251,1386078,1352400,1222030,1165684,1004600,"https://ia.media-imdb.com/images/M/MV5BMTIwMDgwODc5Nl5BMl5BanBnXkFtZTYwMjQzMDM4._V1_UX182_CR0,0,182,268_AL_.jpg"
