,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2008),2032143,Tokyo Sonata (2008) ,东京奏鸣曲 トウキョウソナタ,剧情,8.0,15348,25.2%,53.9%,19.2%,1.5%,0.2%,日本,荷兰,香港,1010731,1037221,1005460,1312156,1314318,1010275,1054163,1165478,"https://ia.media-imdb.com/images/M/MV5BZTBmOTE1NzUtYTI4NS00NDgyLWJhMTAtMDNjODI0Mjg0YjA5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR1,0,182,268_AL_.jpg"
