,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2009),2124703,Feng kuang de sai che (2009) ,疯狂的赛车,喜剧,动作,冒险,7.9,180856,26.2%,46.4%,24.4%,2.5%,0.4%,中国大陆,1274265,1274242,1313026,1274213,1274297,1275977,1315506,1317039,1276076,1274966,"https://ia.media-imdb.com/images/M/MV5BYTdkZmY4ODgtOTAzZi00OTA5LWIzMmQtNWEyYTVkMGM2YjY0XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR7,0,182,268_AL_.jpg"
