,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2007),2070367,Mui dong bin wan si (2007) ,每当变幻时,剧情,喜剧,爱情,7.9,34479,24.9%,48.0%,24.7%,2.1%,0.3%,中国大陆,香港,1274489,1173971,1023424,1274242,1274503,1053862,1041695,1050329,1045825,1051740,1274449,1275721,"https://ia.media-imdb.com/images/M/MV5BMmRiOTg4MzktYWJjOC00YjYwLWE1MDYtNjY3NjZmOWZiZTJhXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR13,0,182,268_AL_.jpg"
