,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2009),2133340,The Young Victoria (2009) ,年轻的维多利亚 The Young Victoria,剧情,爱情,传记,历史,7.3,31608,11.7%,44.2%,41.3%,2.5%,0.2%,英国,美国,1274537,1041022,1027178,1003482,1031812,1019049,1049595,1274374,1048248,"https://ia.media-imdb.com/images/M/MV5BMTM4MjExMDk3NV5BMl5BanBnXkFtZTcwMTU3OTMwMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
