,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2008),2037012,Revolutionary Road (2008) ,革命之路 Revolutionary Road,剧情,爱情,8.0,115666,26.4%,50.1%,21.7%,1.6%,0.2%,美国,英国,1048021,1041029,1054446,1144415,1000306,1037186,1010555,1322702,1049657,"https://ia.media-imdb.com/images/M/MV5BMTczNDgzMjczOV5BMl5BanBnXkFtZTcwOTU3MzMwMg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
