,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2012),2129132,The Amazing Spider-Man (2012) ,超凡蜘蛛侠 The Amazing Spider-Man,动作,科幻,冒险,7.2,154867,12.3%,42.4%,39.6%,4.8%,0.9%,美国,1049688,1022620,1040506,1010549,1054274,1041112,1036370,1025202,1010615,1009319,1022718,1108861,1321372,1000221,"https://ia.media-imdb.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
