,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,poster
0,(2006),1963070,No Time for Nuts (2006) ,松鼠，坚果和时间机器 No Time for Nuts,动画,短片,8.7,33482,47.1%,40.3%,12.0%,0.5%,0.1%,美国,1295449,1299248,1032454,"https://ia.media-imdb.com/images/M/MV5BMDhjNjNhNjQtNDU0Zi00ZDQ0LWIyYzItMGQzYzdmYzM1N2I1XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
