,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2008),2081098,Miao Miao (2008) ,渺渺,喜剧,爱情,同性,7.0,48675,11.1%,36.5%,44.7%,6.7%,1.0%,香港,台湾,1312781,1274458,1226703,1180695,1275665,1275593,1320959,1378407,1348628,1339540,1378408,1315716,1315949,"https://ia.media-imdb.com/images/M/MV5BZjA4YWJhNjgtN2Q1OC00MzAzLWI5NjItOTgzNmE3N2U2MTJlXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
