,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2008),1978369,Boku no kanojo wa saibôgu (2008) ,我的机器人女友 僕の彼女はサイボーグ,喜剧,动作,爱情,科幻,7.4,116410,17.0%,41.8%,35.8%,4.7%,0.7%,日本,1275604,1035655,1033257,1052028,1316199,1080463,1003500,1006292,1009219,1029367,1029914,1037854,"https://ia.media-imdb.com/images/M/MV5BMzFmYzAzMGMtZGMxMy00MzYzLWEwMWEtOWY0M2FkNzMyNGM5XkEyXkFqcGdeQXVyMjI2MDQxODA@._V1_UY268_CR3,0,182,268_AL_.jpg"
