,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,poster
0,(2006),1966460,Tuya de hun shi (2006) ,图雅的婚事,剧情,爱情,8.0,19704,22.5%,54.8%,21.3%,1.2%,0.2%,中国大陆,1274667,1050430,"https://ia.media-imdb.com/images/M/MV5BMjA5OTgyMTEzMF5BMl5BanBnXkFtZTcwNjg4MzU2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
