,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2008),2054933,Burn After Reading (2008) ,阅后即焚 Burn After Reading,剧情,喜剧,犯罪,7.0,59089,10.6%,40.5%,40.7%,6.9%,1.3%,美国,英国,法国,1054401,1054517,1054433,1041013,1025152,1010548,1054452,1147911,1036570,1025268,1048145,1118995,"https://ia.media-imdb.com/images/M/MV5BYzYwMjZhOGEtMGZlZS00Mjg1LTlkMDktYzJiZDU4MzAxZDRiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
