,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2008),1994879,Tropic Thunder (2008) ,热带惊雷 Tropic Thunder,喜剧,动作,冒险,6.8,24316,10.9%,33.3%,43.6%,9.7%,2.5%,美国,德国,1054412,1054412,1016681,1049492,1040511,1027820,1006989,1031906,1002664,1054435,1017902,1316002,"https://ia.media-imdb.com/images/M/MV5BNDE5NjQzMDkzOF5BMl5BanBnXkFtZTcwODI3ODI3MQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
