,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2007),2027938,San taam (2007) ,神探,动作,惊悚,犯罪,8.4,112192,38.5%,44.8%,14.9%,1.5%,0.3%,香港,1160186,1017843,1007251,1045364,1050329,1041368,1274575,1231644,1020025,1274279,1005843,1111255,1313756,1274240,"https://ia.media-imdb.com/images/M/MV5BMTQzNDc4NjY5Nl5BMl5BanBnXkFtZTcwMzcyNDY3MQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
