,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(1993),1998799,Slam Dunk             ,灌篮高手 スラムダンク,喜剧,动画,运动,9.6,99253,82.3%,14.4%,3.0%,0.2%,0.1%,日本,1034977,1314426,1042356,1048584,1048682,1041970,1013105,1043298,1052457,1042168,1028800,1019948,1020941,1008108,1116306,1025799,1330464,1051828,1164375,1037977,"https://ia.media-imdb.com/images/M/MV5BNjJjMjIxZTMtZWI3OC00YWRhLWE5ZWYtYzlhZjJmOTgwNzQwXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY268_CR4,0,182,268_AL_.jpg"
