,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2007),2122766,The Orphanage (2007) ,孤堡惊情 El orfanato,剧情,悬疑,恐怖,7.4,44247,14.1%,45.2%,36.2%,3.9%,0.6%,西班牙,墨西哥,1305510,1032298,1048362,1050536,1140230,1320280,1025238,"https://ia.media-imdb.com/images/M/MV5BMTc3MjE0NzQzMV5BMl5BanBnXkFtZTYwMzI0ODc4._V1_UY268_CR4,0,182,268_AL_.jpg"
