,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2007),2043546,5 Centimeters Per Second (2007) ,秒速5厘米 秒速5センチメートル,剧情,爱情,动画,8.3,311391,41.5%,36.7%,18.4%,2.6%,0.7%,日本,1005177,1015108,1322235,1002382,1011007,1313379,"https://ia.media-imdb.com/images/M/MV5BODJhZDU1MDYtMDQ0NS00N2JmLWI2ZDAtMGNmN2RmNWJhNzQ5L2ltYWdlXkEyXkFqcGdeQXVyNjY1OTY4MTk@._V1_UY268_CR4,0,182,268_AL_.jpg"
