,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,director7,director8,director9,director10,director11,director12,director13,director14,director15,director16,director17,director18,director19,director20,director21,director22,director23,director24,director25,director26,director27,director28,director29,director30,director31,director32,director33,director34,director35,director36,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2007),2027945,Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence (2007) ,每个人都有他自己的电影 Chacun son cinéma ou Ce petit coup au cœur quand la lumière s'éteint et que le film commence,剧情,喜剧,7.8,14806,22.2%,48.1%,27.4%,2.0%,0.3%,法国,1055157,1004899,1041311,1045008,1005227,1054396,1004772,1054401,1054517,1045271,1032736,1036826,1012661,1010662,1028057,1054403,1093843,1112026,1054510,1054423,1103766,1041272,1019106,1054578,1022980,1054420,1054276,1000292,1023020,1054505,1041021,1056007,1054402,1041024,1054398,1023040,1004568,1054396,1054423,1022001,1027261,1056007,1007066,1010539,1022980,"https://ia.media-imdb.com/images/M/MV5BMTI5NjI1NDk2MV5BMl5BanBnXkFtZTcwMTk1Mzg0MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
