,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2012),1966182,The Hobbit: An Unexpected Journey (2012) ,霍比特人1：意外之旅 The Hobbit: An Unexpected Journey,动作,奇幻,冒险,8.1,232884,32.7%,45.2%,19.3%,2.2%,0.6%,美国,新西兰,1040524,1054410,1049612,1022639,1313404,1323191,1013997,1131925,1018162,1040994,1054441,1002708,1118664,1054467,1054395,1049594,1018975,"https://ia.media-imdb.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
