,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2007),1950148,Atonement (2007) ,赎罪 Atonement,剧情,爱情,悬疑,战争,8.2,154086,31.8%,48.8%,18.0%,1.3%,0.2%,英国,法国,1275041,1006958,1022004,1054448,1009405,1032036,1162870,1274500,1049903,1206488,1319601,1004576,1022633,"https://ia.media-imdb.com/images/M/MV5BMGRiYjE0YzItMzk3Zi00ZmYwLWJjNDktYTAwYjIwMjIxYzM3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
