,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2007),2044102,Dou fo sin (2007) ,导火线 導火線,动作,6.9,66072,9.9%,34.8%,48.4%,6.0%,0.8%,香港,中国大陆,1274472,1025194,1027577,1037706,1050059,1022821,1202926,1019278,1005268,1289293,1312767,1314773,1286723,1029271,1054340,"https://ia.media-imdb.com/images/M/MV5BYWRmNjBiNGMtYWFkNS00NTliLWI5YzgtNjM1Mzc0Yjg1NTM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR3,0,182,268_AL_.jpg"
