,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2008),2004482,Tokyo! (2008) ,东京！ Tokyo!,剧情,喜剧,奇幻,7.7,12222,21.3%,48.9%,26.1%,3.0%,0.7%,法国,日本,德国,韩国,1044932,1041401,1062919,1036892,1191334,1000823,1019240,1002966,1037221,1018990,1054279,1037028,"https://ia.media-imdb.com/images/M/MV5BNDcxMzU0MTYyNl5BMl5BanBnXkFtZTcwODQ0NzgyMg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
