,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2008),1959877,Ponyo (2008) ,悬崖上的金鱼姬 崖の上のポニョ,动画,儿童,奇幻,冒险,8.3,185412,34.2%,45.8%,18.4%,1.3%,0.2%,日本,1054439,1037372,1023732,1028834,1006261,1059553,1006090,1023337,1006316,1025510,1039156,1001859,1241686,1265083,1275713,"https://ia.media-imdb.com/images/M/MV5BMjA5NzkxNTg2MF5BMl5BanBnXkFtZTcwMTA3MjU1Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
