,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,poster
0,(2006),2038365,Shi san ke pao tong (2006) ,十三棵泡桐,剧情,7.1,18832,12.2%,40.2%,38.7%,7.2%,1.7%,中国大陆,1274303,1276157,1313011,"https://ia.media-imdb.com/images/M/MV5BY2FhMTBhZjItZDRlZC00ODI2LTk3NjctYmFmMGM1YmY4NmE0XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR18,0,182,268_AL_.jpg"
