,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2008),2123510,Sam hoi tsam yan (2008) ,深海寻人,剧情,爱情,惊悚,恐怖,奇幻,5.8,27643,4.5%,16.5%,50.5%,23.0%,5.5%,中国大陆,香港,1007152,1005331,1189924,1077991,1274230,1118167,1275413,1354236,"https://ia.media-imdb.com/images/M/MV5BODhiMzgyNWUtMzliMS00ZTk5LTg3ODItMzY0Y2RkNWUwNDA0XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
