,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,poster
0,(2007),2053515,Once (2007) ,曾经 Once,剧情,爱情,音乐,8.3,206895,37.8%,42.6%,17.4%,1.8%,0.3%,爱尔兰,1280127,1045079,1032243,"https://ia.media-imdb.com/images/M/MV5BYWUxZjJkMDktZmMxMS00Mzg3LTk4MDItN2IwODlmN2E0MTM0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
