,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2007),2133337,Stuart: A Life Backwards (2007) ,斯图尔特：倒带人生 Stuart: A Life Backwards,剧情,8.7,24640,47.2%,40.2%,11.4%,0.9%,0.3%,英国,1050959,1009405,1049489,1089126,1282632,"https://ia.media-imdb.com/images/M/MV5BM2UwNDBlOTEtODExZC00YzA2LWIyYWUtMzY3NDUzMGMyNTAwXkEyXkFqcGdeQXVyNDM5OTY5MzI@._V1_UY268_CR3,0,182,268_AL_.jpg"
