,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2006),2057171,Gintama             ,银魂 銀魂,喜剧,动作,科幻,动画,9.6,66082,83.9%,12.8%,2.7%,0.3%,0.3%,日本,1321020,1321762,1028815,1029338,1018687,1037337,1050963,1275197,1019608,1348901,1042150,1321020,1054354,1329819,1320876,1038560,"https://ia.media-imdb.com/images/M/MV5BZTlmNzQ1N2ItZDhkOC00YjdlLTg3NjctYzVhMWQyZmI2YTQ4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
