,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2010),2353023,How to Train Your Dragon (2010) ,驯龙高手 How to Train Your Dragon,喜剧,动画,家庭,奇幻,冒险,8.7,304280,45.6%,42.3%,11.4%,0.6%,0.1%,美国,1018302,1032241,1002664,1040500,1048146,1000055,1036302,1257926,1248294,1022588,1316486,1331786,1341318,1105399,1002671,"https://ia.media-imdb.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
