,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2008),3002819,Fa fa ying king (2008) ,花花型警,动作,爱情,惊悚,5.7,21954,2.5%,13.6%,54.9%,23.0%,6.1%,香港,1041510,1053618,1025929,1257558,1041695,1025452,1275431,1025526,1033090,1313010,1316267,1010910,1037858,"https://ia.media-imdb.com/images/M/MV5BYmIzNGMzODEtZDk2NC00MzgwLTk4ZDQtMTE5ZGVjNjMxMjk5XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR6,0,182,268_AL_.jpg"
