,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2009),3036460,Mother (2009) ,母亲 마더,剧情,8.3,46872,32.8%,50.7%,15.1%,1.2%,0.2%,韩国,1062919,1313345,1016665,1314145,1315556,"https://ia.media-imdb.com/images/M/MV5BODFhNmExODQtNWI3OS00YTBhLWJkMmUtYmEyMzJlZTAxMjFkL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
