,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2012),3036473,Brave (2012) ,勇敢传说 Brave,喜剧,动画,奇幻,冒险,7.4,91165,15.0%,44.5%,36.5%,3.5%,0.4%,美国,1277254,1280481,1294266,1031922,1054514,1036414,1031902,1002710,1022598,1048146,1383093,1383094,1383095,1332053,1383096,1000556,1002680,1368607,"https://ia.media-imdb.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
