,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,poster
0,(2007),3011550,Paranormal Activity (2007) ,灵动：鬼影实录 Paranormal Activity,悬疑,恐怖,6.5,25159,8.9%,27.9%,44.2%,14.6%,4.4%,美国,1027215,"https://ia.media-imdb.com/images/M/MV5BMjY1NjcxODQ4MV5BMl5BanBnXkFtZTcwMzUxNjM4Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
