,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,country5,director1,actor1,actor2,actor3,actor4,poster
0,(2009),3007817,Cracks (2009) ,裂缝 Cracks,剧情,惊悚,7.9,59880,22.9%,53.1%,22.4%,1.4%,0.2%,英国,爱尔兰,西班牙,法国,瑞士,1315640,1025155,1274500,1000245,1274510,"https://ia.media-imdb.com/images/M/MV5BOGNhYjU5N2EtZGIzYi00ODY2LTg2NWEtNTQ3NTM0ODRlNzFlXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_UY268_CR4,0,182,268_AL_.jpg"
