,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2007),3003830,Koizora (2007) ,恋空,剧情,爱情,7.0,161109,15.8%,32.8%,38.2%,9.9%,3.4%,日本,1321421,1018562,1274379,1033257,1033622,1058624,"https://ia.media-imdb.com/images/M/MV5BMzBlMDBmZDQtNzQ5MC00YzI2LWFhNDEtZGZjOTg2Yzc1MDhiXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UY268_CR3,0,182,268_AL_.jpg"
