,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,poster
0,(2011),2998253,Rango (2011) ,兰戈 Rango,喜剧,动作,动画,西部,冒险,7.8,86171,21.6%,49.9%,26.0%,2.1%,0.3%,美国,1031987,1054456,1041001,1025142,1010558,1017897,1041002,1041136,1010582,1044704,1006977,1047962,1009321,1342405,1027187,1006981,1076411,1054850,1086293,1090433,1089659,1049697,1106960,1044892,1120351,1343115,1379753,1323578,1361972,1149667,1056068,1031987,1055523,1070981,"https://ia.media-imdb.com/images/M/MV5BMjE5ODg1NTk3OF5BMl5BanBnXkFtZTcwNzA5NTMyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
