,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2010),2973543,Certified Copy (2010) ,合法副本 Copie conforme,剧情,7.8,8484,23.2%,49.8%,23.7%,2.7%,0.6%,法国,意大利,比利时,伊朗,1054510,1016677,1028282,1050366,1129910,1336124,1343718,1277859,1343765,1343762,1343763,"https://ia.media-imdb.com/images/M/MV5BMjAyODExNjExNV5BMl5BanBnXkFtZTcwMjMxNTI1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
