,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2015),2303845,The Assassin (2015) ,刺客聂隐娘,剧情,武侠,古装,7.2,134158,22.3%,35.8%,27.8%,8.6%,5.5%,台湾,中国大陆,香港,1093843,1138320,1077991,1037851,1037028,1259866,1275639,1274306,1276041,1317690,1327448,1351163,1339540,1280771,1324911,"https://ia.media-imdb.com/images/M/MV5BNTczMTk3MjMyOV5BMl5BanBnXkFtZTgwMjA2Mjk4NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
