,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2008),2976123,Man jeuk (2008) ,文雀,剧情,爱情,6.6,36264,7.7%,32.1%,47.0%,11.0%,2.3%,香港,1160186,1031194,1041368,1050329,1038772,1274489,1342531,1274279,1315173,"https://ia.media-imdb.com/images/M/MV5BMTc0MjQ1OTM3N15BMl5BanBnXkFtZTgwNDUxMzgyMDE@._V1_UY268_CR4,0,182,268_AL_.jpg"
