,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2001),2357703,Meitantei Conan: Tengoku no countdown (2001) ,名侦探柯南：通向天国的倒计时 名探偵コナン 天国へのカウントダウン,动作,动画,悬疑,惊悚,8.5,59864,40.1%,45.3%,13.9%,0.6%,0.1%,日本,1315328,1048421,1003697,1051141,1018954,1003728,1015949,1025401,1002915,1003737,1025675,"https://ia.media-imdb.com/images/M/MV5BNGRiOGQwYTYtMTYwOC00YTRiLTkzZDctMWMyNmRjMmJiNDE1XkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_UY268_CR4,0,182,268_AL_.jpg"
