,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2009),3011308,Orphan (2009) ,孤儿怨 Orphan,悬疑,惊悚,恐怖,8.1,208800,28.0%,50.5%,19.3%,1.7%,0.5%,美国,加拿大,德国,法国,1214705,1053584,1031800,1013784,1013803,1004639,1009477,1143398,1031924,1350571,1361507,1338021,1166280,1208623,1361508,1257381,"https://ia.media-imdb.com/images/M/MV5BMTBjMjY0ODEtZGVkMy00MjUyLTlkMjAtNDBmNzVjOTk0NzQyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
