,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,poster
0,(2011),3011235,Harry Potter and the Deathly Hallows: Part 2 (2011) ,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,剧情,悬疑,奇幻,冒险,8.7,289460,49.1%,36.0%,13.4%,1.1%,0.3%,美国,英国,1275147,1003484,1053624,1012517,1016680,1006956,1025153,1013798,1049488,1004581,1031902,1027154,1021967,1313116,1161250,1017916,1025197,1009385,1022732,1004587,1031862,1010507,1019049,1054514,1040612,1031872,1072471,1002710,1031922,1004586,"https://ia.media-imdb.com/images/M/MV5BMjIyZGU4YzUtNDkzYi00ZDRhLTljYzctYTMxMDQ4M2E0Y2YxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
