,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2008),2976111,10 Promises to My Dog (2008) ,狗狗与我的十个约定 犬と私の10の約束,剧情,喜剧,爱情,8.0,55524,29.3%,45.7%,22.6%,2.1%,0.4%,日本,1038268,1018750,1191334,1023470,1032989,1025664,"https://ia.media-imdb.com/images/M/MV5BNWJjMGJjNjctMTI1NS00NjNiLWFlZDUtN2Y1M2FlYWJmMDRmXkEyXkFqcGdeQXVyMjAzMjcxNTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
