,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2009),3011072,Precious (2009) ,珍爱 Precious,剧情,8.1,31975,26.0%,54.9%,17.8%,1.1%,0.2%,美国,1014037,1246216,1036416,1036350,1021994,1018065,"https://ia.media-imdb.com/images/M/MV5BMTk3NDM4ODMwNl5BMl5BanBnXkFtZTcwMTYyNDIzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
