,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2014),2998373,Paddington (2014) ,帕丁顿熊 Paddington,喜剧,动画,家庭,7.6,126145,18.8%,46.4%,31.9%,2.5%,0.3%,英国,法国,1313689,1025149,1054442,1041224,1044915,1331042,1345176,1031902,1019049,1002770,1013856,1027154,1134599,1345046,1220668,1031821,1316591,1327901,1348128,1348129,"https://ia.media-imdb.com/images/M/MV5BMTAxOTMwOTkwNDZeQTJeQWpwZ15BbWU4MDEyMTI1NjMx._V1_UX182_CR0,0,182,268_AL_.jpg"
