,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,poster
0,(2001),2978224,Liu xing hua yuan             ,流星花园 流星花園,剧情,喜剧,爱情,8.1,50435,35.7%,40.1%,20.9%,2.4%,0.9%,台湾,1315573,1027645,1014501,1274366,1015278,1201063,1018547,1314708,1315026,1274318,1275624,1326585,1316816,1377440,1377442,1377438,1320753,1377445,1367153,1325798,1375520,1358321,1370961,1326348,1327579,1377447,1316037,"https://ia.media-imdb.com/images/M/MV5BMjMyOTY2ZGMtZDI5ZC00ZDZkLTliN2EtMTRjYjkyZGRmMTU1XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
