,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2008),3011225,Rasuto furenzu             ,最后的朋友 ラスト・フレンズ,剧情,8.4,76720,40.6%,40.4%,16.6%,1.9%,0.4%,日本,1336352,1316263,1018667,1018591,1037363,1042097,1023587,1275801,"https://ia.media-imdb.com/images/M/MV5BMDRiNjAyYmMtZDZmYy00ZTVmLWFiNWYtN2I1NmQ0MjVhMmQ5XkEyXkFqcGdeQXVyMzE1MjAxNzU@._V1_UY268_CR172,0,182,268_AL_.jpg"
