,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,country5,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2012),3530403,Cloud Atlas (2012) ,云图 Cloud Atlas,剧情,科幻,悬疑,8.0,279956,31.8%,42.9%,21.1%,3.3%,1.0%,德国,美国,香港,中国大陆,新加坡,1047989,1161012,1013899,1054450,1054415,1019049,1040994,1053559,1057004,1025149,1049713,1027798,1019012,1201851,1054392,1003493,"https://ia.media-imdb.com/images/M/MV5BMTczMTgxMjc4NF5BMl5BanBnXkFtZTcwNjM5MTA2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
