,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2011),2999913,Paul (2011) ,保罗 Paul,喜剧,科幻,冒险,7.6,50914,17.5%,48.9%,30.3%,2.8%,0.4%,美国,英国,1274466,1035648,1000102,1002668,1009233,1022588,1013760,1017902,1053569,"https://ia.media-imdb.com/images/M/MV5BMTQzNzAwMTM3MV5BMl5BanBnXkFtZTcwNTE1MTAzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
