,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2014),2973079,The Hobbit: The Battle of the Five Armies (2014) ,霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,动作,奇幻,冒险,8.2,202647,35.6%,42.4%,19.5%,2.1%,0.4%,美国,新西兰,1040524,1049612,1054410,1022639,1021963,1018975,1276136,1009405,1313404,1013997,1036414,1054441,1049594,1054467,1040994,1008069,1064898,1018162,1131925,1323191,1049500,1027504,"https://ia.media-imdb.com/images/M/MV5BODAzMDgxMDc1MF5BMl5BanBnXkFtZTgwMTI0OTAzMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
